timestamp,selected_variant,target,feature_set,model_architecture,q1_2026_pred_pct,q1_2026_ci_80_lo,q1_2026_ci_80_hi,directional_call,conviction,walk_forward_dir_acc,selection_rationale,note
2026-05-06T03:46:38.946684,current__gov_surprise_std__lasso,gov_surprise_std,"doordash_trends_momentum,dash_engagement_x_sentiment_mean,consumer_health_index,prior_qtr_gov_surprise_pct,revision_momentum_pct,jolts_transport_yoy",lasso,2.2603218685761486,1.347621282703989,3.943150910353447,beat,high,1.0,"Selected by directional_acc=1.000, rmse=0.447. Beat runner-up current__gov_surprise_std__pca (dir_acc=1.000, rmse=0.453). Top variant beat baseline_zero by -1.94pp RMSE and baseline_trail4q by -0.50pp.",Pre-registered before Q1 2026 earnings May 6 2026
